mmsi,length,width,to_bow,to_stern,to_port,to_starboard,Embarcacion,area_m2,Unnamed: 9,NOMBRE,FLOTA,C LOG,Mes,C Costo EP,Sin Pesca Norte,CHIN,CHIS,Sin Pesca Sur,CHD,Sin Pesca CHD,TOTAL Galones,TOTAL TM/descarga,KM Recorrido
760000320,45.0,8.0,4.0,41.0,4.0,4.0,TASA 38,360.0,,TARATA 3,3,T038,6,0.0,637.0,6668.0,0.0,0.0,0.0,0.0,7305.0,1838.545,3982.3366348626064
760000320,45.0,8.0,4.0,41.0,4.0,4.0,TASA 38,360.0,,TARATA 3,3,T038,5,415.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,0.0,106.20075677534852
760000320,45.0,8.0,4.0,41.0,4.0,4.0,TASA 38,360.0,,TARATA 3,3,T038,1,350.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,121.16620669435692
760000320,45.0,8.0,4.0,41.0,4.0,4.0,TASA 38,360.0,,TARATA 3,3,T038,11,350.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,121.16620669435692
760000320,45.0,8.0,4.0,41.0,4.0,4.0,TASA 38,360.0,,TARATA 3,3,T038,10,312.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,4.369348479899224
760000320,45.0,8.0,4.0,41.0,4.0,4.0,TASA 38,360.0,,TARATA 3,3,T038,9,293.0,20.0,5010.0,0.0,0.0,0.0,0.0,5323.0,2167.5,2743.882670873302
760000320,45.0,8.0,4.0,41.0,4.0,4.0,TASA 38,360.0,,TARATA 3,3,T038,2,485.0,140.0,6920.0,0.0,0.0,0.0,0.0,7545.0,1845.475,4158.177091731523
760000370,38.0,8.0,5.0,33.0,4.0,4.0,TASA 314,304.0,,CONTUMAZA 4,1,T314,7,455.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,106.20075677534852
760000370,38.0,8.0,5.0,33.0,4.0,4.0,TASA 314,304.0,,CONTUMAZA 4,1,T314,4,405.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,0.0,106.20075677534852
760000370,38.0,8.0,5.0,33.0,4.0,4.0,TASA 314,304.0,,CONTUMAZA 4,1,T314,3,0.0,2820.0,11770.0,0.0,0.0,0.0,0.0,14590.0,1792.525,5476.348558863964
760000370,38.0,8.0,5.0,33.0,4.0,4.0,TASA 314,304.0,,CONTUMAZA 4,1,T314,0,220.0,0.0,2730.0,0.0,0.0,0.0,0.0,2950.0,581.105,1097.4516463118218
760000370,38.0,8.0,5.0,33.0,4.0,4.0,TASA 314,304.0,,CONTUMAZA 4,1,T314,8,0.0,3030.0,12690.0,0.0,0.0,0.0,0.0,15720.0,2166.697,5916.2922341776
760000370,38.0,8.0,5.0,33.0,4.0,4.0,TASA 314,304.0,,CONTUMAZA 4,1,T314,6,50.0,0.0,16180.0,0.0,0.0,0.0,0.0,16230.0,1989.11,6427.09879751081
760000370,38.0,8.0,5.0,33.0,4.0,4.0,TASA 314,304.0,,CONTUMAZA 4,1,T314,5,340.0,850.0,3090.0,0.0,0.0,0.0,0.0,4280.0,326.576,6.051357490588764
760000370,38.0,8.0,5.0,33.0,4.0,4.0,TASA 314,304.0,,CONTUMAZA 4,1,T314,1,310.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,7.295981250653723
760000370,38.0,8.0,5.0,33.0,4.0,4.0,TASA 314,304.0,,CONTUMAZA 4,1,T314,11,1610.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.0,0.0,345.5257886710817
760000370,38.0,8.0,5.0,33.0,4.0,4.0,TASA 314,304.0,,CONTUMAZA 4,1,T314,10,503.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,0.0,106.20075677534852
760000370,38.0,8.0,5.0,33.0,4.0,4.0,TASA 314,304.0,,CONTUMAZA 4,1,T314,9,22917.0,400.0,8560.0,0.0,0.0,0.0,0.0,31877.0,2026.42,6222.360499437156
760000370,38.0,8.0,5.0,33.0,4.0,4.0,TASA 314,304.0,,CONTUMAZA 4,1,T314,2,3100.0,970.0,13620.0,0.0,0.0,0.0,0.0,17690.0,2181.635,4909.155865248473
760000390,46.0,10.0,5.0,41.0,5.0,5.0,TASA 426,460.0,,DON ENRIQUE,3,T426,7,400.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,114.78726223783347
760000390,46.0,10.0,5.0,41.0,5.0,5.0,TASA 426,460.0,,DON ENRIQUE,3,T426,4,120.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,90.4935648669634
760000390,46.0,10.0,5.0,41.0,5.0,5.0,TASA 426,460.0,,DON ENRIQUE,3,T426,3,0.0,1710.0,14430.0,0.0,0.0,0.0,0.0,16140.0,1890.195,6280.1119313986665
760000390,46.0,10.0,5.0,41.0,5.0,5.0,TASA 426,460.0,,DON ENRIQUE,3,T426,0,410.0,0.0,3590.0,0.0,0.0,0.0,0.0,4000.0,603.36,1298.0816150869682
760000390,46.0,10.0,5.0,41.0,5.0,5.0,TASA 426,460.0,,DON ENRIQUE,3,T426,8,282.0,1660.0,14210.0,0.0,0.0,0.0,0.0,16152.0,3315.924,5871.986451283359
760000390,46.0,10.0,5.0,41.0,5.0,5.0,TASA 426,460.0,,DON ENRIQUE,3,T426,6,650.0,0.0,14570.0,0.0,0.0,0.0,0.0,15220.0,2467.465,4765.771321780392
760000390,46.0,10.0,5.0,41.0,5.0,5.0,TASA 426,460.0,,DON ENRIQUE,3,T426,5,270.0,0.0,2660.0,0.0,0.0,0.0,0.0,2930.0,391.97,791.4905514110205
760000390,46.0,10.0,5.0,41.0,5.0,5.0,TASA 426,460.0,,DON ENRIQUE,3,T426,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4935648669634
760000390,46.0,10.0,5.0,41.0,5.0,5.0,TASA 426,460.0,,DON ENRIQUE,3,T426,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,90.4935648669634
760000390,46.0,10.0,5.0,41.0,5.0,5.0,TASA 426,460.0,,DON ENRIQUE,3,T426,10,104.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,90.4935648669634
760000390,46.0,10.0,5.0,41.0,5.0,5.0,TASA 426,460.0,,DON ENRIQUE,2,T426,9,1946.0,0.0,11300.0,0.0,0.0,0.0,0.0,13246.0,2361.22,3922.537668559443
760000390,46.0,10.0,5.0,41.0,5.0,5.0,TASA 426,460.0,,DON ENRIQUE,2,T426,2,190.0,1020.0,11640.0,0.0,0.0,0.0,0.0,12850.0,2604.07,4641.227840971238
760000510,42.0,10.0,6.0,36.0,5.0,5.0,TASA 419,420.0,,DOÃA BEILA,4,T419,7,850.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,0.0,64.67523186034128
760000510,42.0,10.0,6.0,36.0,5.0,5.0,TASA 419,420.0,,DOÃA BEILA,4,T419,4,50.0,0.0,0.0,0.0,0.0,15170.0,0.0,15220.0,1490.129,4474.476544341506
760000510,42.0,10.0,6.0,36.0,5.0,5.0,TASA 419,420.0,,DOÃA BEILA,4,T419,3,50.0,3250.0,15600.0,0.0,0.0,2950.0,0.0,21850.0,2037.185,6525.491864840887
760000510,42.0,10.0,6.0,36.0,5.0,5.0,TASA 419,420.0,,DOÃA BEILA,4,T419,0,500.0,0.0,4180.0,0.0,0.0,0.0,0.0,4680.0,865.385,1111.106512552943
760000510,42.0,10.0,6.0,36.0,5.0,5.0,TASA 419,420.0,,DOÃA BEILA,4,T419,8,38.0,0.0,25460.0,0.0,0.0,0.0,0.0,25498.0,4137.95,7085.036951858036
760000510,42.0,10.0,6.0,36.0,5.0,5.0,TASA 419,420.0,,DOÃA BEILA,4,T419,6,0.0,0.0,26250.0,0.0,0.0,0.0,0.0,26250.0,3223.772,6858.583002634494
760000510,42.0,10.0,6.0,36.0,5.0,5.0,TASA 419,420.0,,DOÃA BEILA,4,T419,5,865.0,1100.0,4450.0,0.0,0.0,0.0,0.0,6415.0,1007.08,1451.958543928344
760000510,42.0,10.0,6.0,36.0,5.0,5.0,TASA 419,420.0,,DOÃA BEILA,4,T419,1,775.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,0.0,7.625243601543506
760000510,42.0,10.0,6.0,36.0,5.0,5.0,TASA 419,420.0,,DOÃA BEILA,4,T419,11,590.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,0.0,49.57920222641622
760000510,42.0,10.0,6.0,36.0,5.0,5.0,TASA 419,420.0,,DOÃA BEILA,4,T419,10,306.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0,2901.646510293002
760000510,42.0,10.0,6.0,36.0,5.0,5.0,TASA 419,420.0,,DOÃA BEILA,3,T419,9,10114.0,0.0,12600.0,0.0,0.0,0.0,0.0,22714.0,2288.27,3963.865936089543
760000510,42.0,10.0,6.0,36.0,5.0,5.0,TASA 419,420.0,,DOÃA BEILA,3,T419,2,0.0,1000.0,26850.0,0.0,0.0,0.0,0.0,27850.0,4278.13,7446.906216008291
760000520,29.0,10.0,21.0,8.0,9.0,1.0,TASA 21,290.0,,LOBO I,3,T021,7,249.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,90.4935648669634
760000520,29.0,10.0,21.0,8.0,9.0,1.0,TASA 21,290.0,,LOBO I,3,T021,4,506.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,0.0,106.20075677534852
760000520,29.0,10.0,21.0,8.0,9.0,1.0,TASA 21,290.0,,LOBO I,3,T021,3,311.0,1316.0,8463.0,0.0,0.0,0.0,0.0,10090.0,1662.425,4549.753336333692
760000520,29.0,10.0,21.0,8.0,9.0,1.0,TASA 21,290.0,,LOBO I,3,T021,0,477.0,0.0,1583.0,0.0,0.0,0.0,0.0,2060.0,700.1899999999999,992.0553564534976
760000520,29.0,10.0,21.0,8.0,9.0,1.0,TASA 21,290.0,,LOBO I,3,T021,8,0.0,2558.0,8008.0,0.0,0.0,0.0,0.0,10566.0,2352.378,3138.214239337145
760000520,29.0,10.0,21.0,8.0,9.0,1.0,TASA 21,290.0,,LOBO I,3,T021,6,0.0,689.0,10364.0,0.0,0.0,0.0,0.0,11053.0,1960.648,5773.458550186698
760000520,29.0,10.0,21.0,8.0,9.0,1.0,TASA 21,290.0,,LOBO I,3,T021,5,190.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,90.4935648669634
760000520,29.0,10.0,21.0,8.0,9.0,1.0,TASA 21,290.0,,LOBO I,3,T021,1,191.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,90.4935648669634
760000520,29.0,10.0,21.0,8.0,9.0,1.0,TASA 21,290.0,,LOBO I,3,T021,11,361.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,121.16620669435692
760000520,29.0,10.0,21.0,8.0,9.0,1.0,TASA 21,290.0,,LOBO I,3,T021,10,310.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,1.321649410857777
760000520,29.0,10.0,21.0,8.0,9.0,1.0,TASA 21,290.0,,LOBO I,3,T021,9,278.0,549.0,6324.0,0.0,0.0,0.0,0.0,7151.0,1823.835,3550.894330722976
760000520,29.0,10.0,21.0,8.0,9.0,1.0,TASA 21,290.0,,LOBO I,3,T021,2,139.0,879.0,9038.0,0.0,0.0,0.0,0.0,10056.0,2268.755,5130.502206157298
760000560,25.0,10.0,7.0,18.0,5.0,5.0,TASA 420,250.0,,GUILLERMO,2,T420,7,430.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,106.20075677534852
760000560,25.0,10.0,7.0,18.0,5.0,5.0,TASA 420,250.0,,GUILLERMO,2,T420,4,450.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,106.20075677534852
760000560,25.0,10.0,7.0,18.0,5.0,5.0,TASA 420,250.0,,GUILLERMO,2,T420,3,300.0,3400.0,12050.0,0.0,0.0,0.0,0.0,15750.0,1943.19,6625.759086041189
760000560,25.0,10.0,7.0,18.0,5.0,5.0,TASA 420,250.0,,GUILLERMO,2,T420,0,230.0,0.0,3190.0,0.0,0.0,0.0,0.0,3420.0,828.225,1194.895790889899
760000560,25.0,10.0,7.0,18.0,5.0,5.0,TASA 420,250.0,,GUILLERMO,2,T420,8,10.0,2050.0,14040.0,0.0,0.0,0.0,0.0,16100.0,3052.72,5689.382928417067
760000560,25.0,10.0,7.0,18.0,5.0,5.0,TASA 420,250.0,,GUILLERMO,2,T420,6,50.0,0.0,17100.0,0.0,0.0,0.0,0.0,17150.0,2234.141,6814.889582697199
760000560,25.0,10.0,7.0,18.0,5.0,5.0,TASA 420,250.0,,GUILLERMO,2,T420,5,590.0,1100.0,4350.0,0.0,0.0,0.0,0.0,6040.0,820.0749999999999,1669.711974402789
760000560,25.0,10.0,7.0,18.0,5.0,5.0,TASA 420,250.0,,GUILLERMO,2,T420,1,470.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,11.02420105309674
760000560,25.0,10.0,7.0,18.0,5.0,5.0,TASA 420,250.0,,GUILLERMO,2,T420,11,225.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,90.4935648669634
760000560,25.0,10.0,7.0,18.0,5.0,5.0,TASA 420,250.0,,GUILLERMO,2,T420,10,105.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,5.729030577782683
760000560,25.0,10.0,7.0,18.0,5.0,5.0,TASA 420,250.0,,GUILLERMO,3,T420,9,3780.0,640.0,8940.0,0.0,0.0,0.0,0.0,13360.0,2822.415,3925.687896063284
760000560,25.0,10.0,7.0,18.0,5.0,5.0,TASA 420,250.0,,GUILLERMO,3,T420,2,435.0,850.0,15915.0,0.0,0.0,0.0,0.0,17200.0,2692.265,6246.021239707227
760000570,43.0,9.0,9.0,34.0,4.0,5.0,TASA 427,387.0,,ESTHER 7,4,T427,7,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,0.0,345.5257886710817
760000570,43.0,9.0,9.0,34.0,4.0,5.0,TASA 427,387.0,,ESTHER 7,4,T427,4,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,345.5257886710817
760000570,43.0,9.0,9.0,34.0,4.0,5.0,TASA 427,387.0,,ESTHER 7,4,T427,3,0.0,2400.0,21450.0,0.0,0.0,0.0,0.0,23850.0,1652.985,4395.162904964616
760000570,43.0,9.0,9.0,34.0,4.0,5.0,TASA 427,387.0,,ESTHER 7,4,T427,0,1300.0,150.0,1400.0,0.0,0.0,0.0,0.0,2850.0,229.77,653.3706464514237
760000570,43.0,9.0,9.0,34.0,4.0,5.0,TASA 427,387.0,,ESTHER 7,4,T427,8,0.0,0.0,26150.0,0.0,0.0,0.0,0.0,26150.0,4216.796,6997.064741502038
760000570,43.0,9.0,9.0,34.0,4.0,5.0,TASA 427,387.0,,ESTHER 7,4,T427,6,0.0,0.0,27500.0,0.0,0.0,0.0,0.0,27500.0,2678.962,6934.878739766735
760000570,43.0,9.0,9.0,34.0,4.0,5.0,TASA 427,387.0,,ESTHER 7,4,T427,5,896.0,0.0,7450.0,0.0,0.0,0.0,0.0,8346.0,908.095,1627.5178662088924
760000570,43.0,9.0,9.0,34.0,4.0,5.0,TASA 427,387.0,,ESTHER 7,4,T427,1,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,131.22136449721296
760000570,43.0,9.0,9.0,34.0,4.0,5.0,TASA 427,387.0,,ESTHER 7,4,T427,11,500.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,106.20075677534852
760000570,43.0,9.0,9.0,34.0,4.0,5.0,TASA 427,387.0,,ESTHER 7,4,T427,10,113.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,90.4935648669634
760000570,43.0,9.0,9.0,34.0,4.0,5.0,TASA 427,387.0,,ESTHER 7,1,T427,9,2187.0,900.0,15300.0,0.0,0.0,0.0,0.0,18387.0,2390.48,4589.680464022188
760000570,43.0,9.0,9.0,34.0,4.0,5.0,TASA 427,387.0,,ESTHER 7,1,T427,2,0.0,60.0,27440.0,0.0,0.0,0.0,0.0,27500.0,4268.394999999999,7336.709093025482
760000580,40.0,8.0,4.0,36.0,4.0,4.0,TASA 22,320.0,,MAYTE,3,T022,7,0.0,0.0,0.0,6025.0,2057.0,0.0,0.0,8082.0,1527.985,4717.345009548018
760000580,40.0,8.0,4.0,36.0,4.0,4.0,TASA 22,320.0,,MAYTE,3,T022,4,1547.0,0.0,0.0,1817.0,773.0,0.0,0.0,4137.0,924.225,2109.228985584657
760000580,40.0,8.0,4.0,36.0,4.0,4.0,TASA 22,320.0,,MAYTE,3,T022,3,0.0,646.0,9810.0,0.0,0.0,0.0,0.0,10456.0,1658.945,5999.789117402265
760000580,40.0,8.0,4.0,36.0,4.0,4.0,TASA 22,320.0,,MAYTE,3,T022,0,140.0,0.0,1627.0,0.0,0.0,0.0,0.0,1767.0,684.555,1094.927473123577
760000580,40.0,8.0,4.0,36.0,4.0,4.0,TASA 22,320.0,,MAYTE,3,T022,8,139.0,1177.0,9637.0,0.0,0.0,0.0,0.0,10953.0,3383.935,5752.7822066802
760000580,40.0,8.0,4.0,36.0,4.0,4.0,TASA 22,320.0,,MAYTE,3,T022,6,0.0,330.0,6910.0,0.0,0.0,0.0,0.0,7240.0,2125.75,3900.05730962959
760000580,40.0,8.0,4.0,36.0,4.0,4.0,TASA 22,320.0,,MAYTE,3,T022,5,446.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,0.0,12.85041071181861
760000580,40.0,8.0,4.0,36.0,4.0,4.0,TASA 22,320.0,,MAYTE,3,T022,1,263.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,15.42195503364424
760000580,40.0,8.0,4.0,36.0,4.0,4.0,TASA 22,320.0,,MAYTE,3,T022,11,150.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,6.314880527715991
760000580,40.0,8.0,4.0,36.0,4.0,4.0,TASA 22,320.0,,MAYTE,3,T022,10,111.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,90.4935648669634
760000580,40.0,8.0,4.0,36.0,4.0,4.0,TASA 22,320.0,,MAYTE,3,T022,9,481.0,0.0,5733.0,0.0,0.0,0.0,0.0,6214.0,2559.34,3072.018706932233
760000580,40.0,8.0,4.0,36.0,4.0,4.0,TASA 22,320.0,,MAYTE,3,T022,2,293.0,700.0,7613.0,0.0,0.0,0.0,0.0,8606.0,2476.335,4684.764674292645
760000590,51.0,10.0,5.0,46.0,5.0,5.0,TASA 44,510.0,,TASA 44,2,T044,7,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,90.16358561587178
760000590,51.0,10.0,5.0,46.0,5.0,5.0,TASA 44,510.0,,TASA 44,2,T044,4,720.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,24.28385446973807
760000590,51.0,10.0,5.0,46.0,5.0,5.0,TASA 44,510.0,,TASA 44,2,T044,3,270.0,2960.0,18810.0,0.0,0.0,0.0,0.0,22040.0,1415.64,5593.409235934381
760000590,51.0,10.0,5.0,46.0,5.0,5.0,TASA 44,510.0,,TASA 44,2,T044,0,940.0,0.0,5360.0,0.0,0.0,0.0,0.0,6300.0,889.415,1072.612225092339
760000590,51.0,10.0,5.0,46.0,5.0,5.0,TASA 44,510.0,,TASA 44,2,T044,8,0.0,0.0,29400.0,0.0,0.0,0.0,0.0,29400.0,3858.145,7175.705272991978
760000590,51.0,10.0,5.0,46.0,5.0,5.0,TASA 44,510.0,,TASA 44,2,T044,6,0.0,0.0,25666.0,0.0,0.0,0.0,0.0,25666.0,2646.115,6437.375714645387
760000590,51.0,10.0,5.0,46.0,5.0,5.0,TASA 44,510.0,,TASA 44,2,T044,5,433.0,720.0,5694.0,0.0,0.0,0.0,0.0,6847.0,623.433,996.4599901026122
760000590,51.0,10.0,5.0,46.0,5.0,5.0,TASA 44,510.0,,TASA 44,2,T044,1,780.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,25.01515807543206
760000590,51.0,10.0,5.0,46.0,5.0,5.0,TASA 44,510.0,,TASA 44,2,T044,11,860.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0,0.0,5.539034729249323
760000590,51.0,10.0,5.0,46.0,5.0,5.0,TASA 44,510.0,,TASA 44,2,T044,10,512.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,29.41546491714566
760000590,51.0,10.0,5.0,46.0,5.0,5.0,TASA 44,510.0,,TASA 44,1,T044,9,1618.0,0.0,16800.0,0.0,0.0,0.0,0.0,18418.0,2203.46,4272.594930984594
760000590,51.0,10.0,5.0,46.0,5.0,5.0,TASA 44,510.0,,TASA 44,1,T044,2,0.0,0.0,29530.0,0.0,0.0,0.0,0.0,29530.0,4219.119999999999,7938.789143407303
760000620,10.0,3.0,6.0,4.0,3.0,0.0,TASA 52,30.0,,SIPESA 62,4,T052,7,1465.0,0.0,0.0,0.0,0.0,0.0,0.0,1465.0,0.0,345.5257886710817
760000620,10.0,3.0,6.0,4.0,3.0,0.0,TASA 52,30.0,,SIPESA 62,4,T052,4,425.0,0.0,0.0,0.0,0.0,4480.0,2820.0,7725.0,408.292,1115.8959867980043
760000620,10.0,3.0,6.0,4.0,3.0,0.0,TASA 52,30.0,,SIPESA 62,4,T052,3,215.0,1325.0,31865.0,0.0,0.0,0.0,0.0,33405.0,1653.045,6605.997180229317
760000620,10.0,3.0,6.0,4.0,3.0,0.0,TASA 52,30.0,,SIPESA 62,4,T052,0,2952.0,82.0,3552.0,0.0,0.0,0.0,0.0,6586.0,583.965,746.6812429006203
760000620,10.0,3.0,6.0,4.0,3.0,0.0,TASA 52,30.0,,SIPESA 62,4,T052,8,0.0,0.0,30594.0,0.0,0.0,0.0,0.0,30594.0,5309.546,5681.280528836885
760000620,10.0,3.0,6.0,4.0,3.0,0.0,TASA 52,30.0,,SIPESA 62,4,T052,6,0.0,0.0,41085.0,0.0,0.0,0.0,0.0,41085.0,4291.604,7637.500511360062
760000620,10.0,3.0,6.0,4.0,3.0,0.0,TASA 52,30.0,,SIPESA 62,4,T052,5,2752.0,731.0,11445.0,0.0,0.0,0.0,0.0,14928.0,1323.17,2030.199213701071
760000620,10.0,3.0,6.0,4.0,3.0,0.0,TASA 52,30.0,,SIPESA 62,4,T052,1,2847.0,0.0,0.0,0.0,0.0,0.0,0.0,2847.0,0.0,104.3669058589225
760000620,10.0,3.0,6.0,4.0,3.0,0.0,TASA 52,30.0,,SIPESA 62,4,T052,11,650.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,51.0365918098114
760000620,10.0,3.0,6.0,4.0,3.0,0.0,TASA 52,30.0,,SIPESA 62,4,T052,10,509.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,0.0,102.0687832281478
760000620,10.0,3.0,6.0,4.0,3.0,0.0,TASA 52,30.0,,SIPESA 62,3,T052,9,4491.0,0.0,21167.0,0.0,0.0,0.0,0.0,25658.0,2942.28,4240.656205874986
760000620,10.0,3.0,6.0,4.0,3.0,0.0,TASA 52,30.0,,SIPESA 62,3,T052,2,0.0,2330.0,46433.0,0.0,0.0,0.0,0.0,48763.0,5809.139999999999,8657.7773578184
760000650,47.0,10.0,5.0,42.0,5.0,5.0,TASA 53,470.0,,MARU 2,4,T053,7,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,0.0,345.5257886710817
760000650,47.0,10.0,5.0,42.0,5.0,5.0,TASA 53,470.0,,MARU 2,4,T053,4,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.0,0.0,787.3135127969189
760000650,47.0,10.0,5.0,42.0,5.0,5.0,TASA 53,470.0,,MARU 2,4,T053,3,0.0,3020.0,22820.0,0.0,0.0,0.0,0.0,25840.0,1606.8,4614.964056277605
760000650,47.0,10.0,5.0,42.0,5.0,5.0,TASA 53,470.0,,MARU 2,4,T053,0,1290.0,0.0,5410.0,0.0,0.0,0.0,0.0,6700.0,1092.865,1552.5436743761584
760000650,47.0,10.0,5.0,42.0,5.0,5.0,TASA 53,470.0,,MARU 2,4,T053,8,8370.0,870.0,27360.0,0.0,0.0,0.0,0.0,36600.0,5153.515,7579.057057783015
760000650,47.0,10.0,5.0,42.0,5.0,5.0,TASA 53,470.0,,MARU 2,4,T053,6,0.0,0.0,27930.0,0.0,0.0,0.0,0.0,27930.0,3183.885,7188.107248563414
760000650,47.0,10.0,5.0,42.0,5.0,5.0,TASA 53,470.0,,MARU 2,4,T053,5,1604.0,0.0,5820.0,0.0,0.0,0.0,0.0,7424.0,1164.027,2891.003546532759
760000650,47.0,10.0,5.0,42.0,5.0,5.0,TASA 53,470.0,,MARU 2,4,T053,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4935648669634
760000650,47.0,10.0,5.0,42.0,5.0,5.0,TASA 53,470.0,,MARU 2,4,T053,11,310.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,94.87441889589778
760000650,47.0,10.0,5.0,42.0,5.0,5.0,TASA 53,470.0,,MARU 2,4,T053,10,-7754.0,0.0,0.0,0.0,0.0,0.0,0.0,-7754.0,0.0,90.4935648669634
760000650,47.0,10.0,5.0,42.0,5.0,5.0,TASA 53,470.0,,MARU 2,3,T053,9,3561.0,0.0,16300.0,0.0,0.0,0.0,0.0,19861.0,2590.74,4611.645032298902
760000650,47.0,10.0,5.0,42.0,5.0,5.0,TASA 53,470.0,,MARU 2,3,T053,2,0.0,0.0,35500.0,0.0,0.0,0.0,0.0,35500.0,5471.280000000001,6455.239494335619
760000670,51.0,10.0,5.0,46.0,5.0,5.0,TASA 54,510.0,,JAVIER,4,T054,7,1930.0,0.0,0.0,0.0,0.0,6730.0,0.0,8660.0,371.13,1564.539496772244
760000670,51.0,10.0,5.0,46.0,5.0,5.0,TASA 54,510.0,,JAVIER,4,T054,4,3025.0,0.0,0.0,0.0,0.0,13160.0,0.0,16185.0,403.589,1922.475703173567
760000670,51.0,10.0,5.0,46.0,5.0,5.0,TASA 54,510.0,,JAVIER,4,T054,3,260.0,6055.0,24962.0,0.0,0.0,0.0,0.0,31277.0,2033.68,7093.857800018646
760000670,51.0,10.0,5.0,46.0,5.0,5.0,TASA 54,510.0,,JAVIER,4,T054,0,1780.0,0.0,7013.0,0.0,0.0,0.0,0.0,8793.0,940.995,1426.5890710170472
760000670,51.0,10.0,5.0,46.0,5.0,5.0,TASA 54,510.0,,JAVIER,4,T054,8,45.0,0.0,40269.0,0.0,0.0,0.0,0.0,40314.0,5580.383,7400.406311866232
760000670,51.0,10.0,5.0,46.0,5.0,5.0,TASA 54,510.0,,JAVIER,4,T054,6,969.0,0.0,35124.0,0.0,0.0,0.0,0.0,36093.0,4155.36,6789.765029624925
760000670,51.0,10.0,5.0,46.0,5.0,5.0,TASA 54,510.0,,JAVIER,4,T054,5,1330.0,1580.0,5940.0,0.0,0.0,0.0,0.0,8850.0,719.919,1345.7173973292486
760000670,51.0,10.0,5.0,46.0,5.0,5.0,TASA 54,510.0,,JAVIER,4,T054,1,785.0,0.0,0.0,0.0,0.0,0.0,0.0,785.0,0.0,135.86793526230446
760000670,51.0,10.0,5.0,46.0,5.0,5.0,TASA 54,510.0,,JAVIER,4,T054,11,2535.0,0.0,0.0,0.0,0.0,0.0,0.0,2535.0,0.0,480.4912463136385
760000670,51.0,10.0,5.0,46.0,5.0,5.0,TASA 54,510.0,,JAVIER,4,T054,10,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,0.0,131.22136449721296
760000670,51.0,10.0,5.0,46.0,5.0,5.0,TASA 54,510.0,,JAVIER,1,T054,9,2912.0,900.0,22135.0,0.0,0.0,0.0,0.0,25947.0,2685.69,4898.009877736216
